PDB,SP_PRIMARY,CHAIN
1VCY,Q6USC4,A
1GXL,Q9X0R4,B
5LJM,Q9UM82,A
1U0A,P23904,A
1DWU,O52704,A
2BAM,P23940,B
9MJ4,P23968,C
5EVO,U5XYA0,A
3CLA,P00484,A
1HD5,P43316,A
9G0K,A0A1W6R556,A
8KE0,P16403,K
7DHQ,D0KZ73,B
3O6O,Q389P1,B
2QDY,P13449,B
7PAU,P75579,c
1FQ1,Q16667,A
3VOL,Q9I6V6,A
6BWE,Q6NF82,A
2GT3,P0A744,A
2IUE,Q3UV74,A
4D01,Q9UGM1,A
3GAR,P08179,A
5TIR,G0RQS7,C
3N2I,Q9KQI2,B
1F97,O88792,A
1NMX,P23919,A
6MT1,A0A072TMB0,A
1COJ,Q9X6W9,A
5A5K,P46422,Q
4W5J,Q04ML5,B
6WJH,P43364,A
8CBA,Q79A46,A
8FY0,Q07817,D
8QY5,P05231,B
2P0K,Q96GD3,A
5E5D,Q5H3Z2,A
4GCL,Q1R4V1,A
7Y0Y,A0A0H2ZBS8,A
3GIU,Q5HCK7,A
8SUK,A0AAJ6N6K0,A
4JBB,A6TBY7,A
4NN1,O86312,A
3C5Y,A4XEL3,A
4NT9,A0A0H2UP74,B
2ABK,P0AB83,A
3KCQ,Q2GLA4,B
1YZH,P67506,A
1F5S,Q58989,A
5WHK,Q6NS95,L
4YAQ,Q6GMW3,B
1BP3,P16471,B
4FC8,Q6CK86,A
3G9V,Q969J5,A
3F1R,Q9NP95,B
1M7G,Q12657,D
6MLX,O06686,A
8G6E,W7K6A8,L
8IWH,B8BSY9,Q
7PPZ,Q63UP7,A
1CWR,P30305,A
2DDA,Q8AVA4,A
3GE6,B1YG32,B
1FT5,Q57142,A
8YTC,P29590,A
6VK0,P38307,C
1FZT,P36623,A
6UBL,B2BM43,A
6MRP,P23727,B
7FF9,P55222,H
7JMT,A0A4Z2CSJ3,B
6Z86,P30793,G
12GS,P09211,B
8J0N,O43402,H
3LNC,Q2GLF7,A
8C5D,P19157,B
7D8A,A0A286Y9D1,A
5AWE,Q5SK23,A
3RDI,P0ACJ8,B
4YMI,B1MMZ4,B
2Z84,Q9CZP0,A
3NPZ,P05710,C
6LJD,Q94707,C
6TEB,D5AU01,D
1HF2,Q9X0D7,D
4RN3,Q74BH2,B
8A1T,A5F5Y6,D
8J40,Q6Q627,A
8CVM,Q6A6N8,f
2Q04,B1YKD7,F
3KZX,Q2GHD1,A
3OQP,Q13UL1,B
1V2A,Q9BHB0,D
9C4G,A0A3E2DDM1,f
5DEC,O31611,C
8Q6O,Q7ZT01,O
5D19,O07229,B
1B06,Q08713,D
3ICA,Q7MXR4,B
7C51,A0A3Z9IF87,A
1ET6,Q9RQQ5,B
5F4Q,A6ND01,A
4CO9,Q81PP9,D
6SZW,Q07021,C
3RIC,Q9NZD2,A
7DWV,P04156,C
1EOB,P20371,A
1I1H,P21638,A
2KRG,O14745,A
8AYA,A0A067E666,A
8CHA,P12318,A
6JQV,Q8LC68,B
1G0S,Q93K97,B
2WVR,O75496,B
7V1N,P10646,K
1BQS,Q13477,A
1H4H,Q7SIE2,C
3EIN,P20432,A
5XSY,A0A1L3MZ94,B
1SGL,E0CX00,A
4D18,Q99627,P
3C3P,Q74FR2,C
3MML,A0QPL1,H
1JGP,P80373,G
1E20,Q9SWE5,A
8RKZ,D0P3W1,I
3KZQ,Q87MW5,A
1I8L,P33681,B
9JP5,Q68YB5,D
7SD0,O14807,B
3UKV,A8WHX9,D
7DEK,Q9HYX8,A
1XRE,Q81JK8,A
7XRO,Q9RQ20,C
1V9S,Q72J35,D
1UNL,Q15078,D
6U8Y,I6U853,N
7ANK,Q9NP98,C
1BY1,Q14155,A
1YAC,P21367,A
1JCU,O27727,A
3EII,D0VWZ9,C
1HQR,Q8NKX2,D
2O6S,Q4G1L3,A
4I97,R4S8C5,A
8C73,Q53W62,B
7SBH,A0A031LR83,A
6Z3W,Q9Y3B6,H
2PRE,A8DS38,A
3FD3,A9CJQ0,A
4HZ4,B4XH91,A
8YNI,Q13158,L
3OG4,Q8IU57,B
1AUN,P25871,A
5MQQ,Q79VH8,F
2FUR,Q9HIG7,A
7JFM,P70671,A
1IDS,P9WGE7,D
5I8U,I6X235,F
3MT6,P0A6G7,C
1QH6,Q7SIE3,A
3N0U,Q9X2E1,C
7ZG0,Q8K3I6,A
9CQ4,P07766,E
2XA0,P10415,B
7QS3,O95361,A
3WVD,P13448,A
1Q3I,D2WKD8,A
5ZDM,D2SNF7,A
1EH6,P16455,A
1ZNX,P9WKE9,A
2A4E,P55288,A
5Z6D,Q7RY31,B
1VG0,P09527,B
1PT9,Q13423,A
2OMK,Q8A545,A
1L0C,Q29495,A
6OAE,Q9HBB8,A
3LAW,P51149,A
2AXE,O59893,A
3C8U,Q1GJR2,A
2YUT,Q53W68,A
5H3J,Q99JX3,A
7QHP,Q31135,B
4OFD,Q80W68,B
1JJV,P44920,A
1DU5,P33679,A
4Q5F,P46436,D
1DYR,P16184,A
4NUF,Q62227,A
5A8I,Q4J9H4,A
3PZJ,Q7NX87,B
3OG9,Q9CJC1,A
1FEU,P56930,D
4IW3,Q88CM1,J
4D5F,Q9Z358,A
6BZF,P53061,H
8DVH,P42425,B
4I66,D0LJL3,A
8R05,Q7N0L3,L
8ELM,P30043,A
8ACA,Q9RWM2,C
7PNB,Q4JBK8,I
1IGO,Q7SID8,B
4R18,P25451,W
4F2H,P32917,A
4WH0,Q9I4D6,H
1NSJ,Q56320,A
5LSJ,Q9H081,A
1AGR,P49799,H
3QH2,P25053,D
4KN1,P14207,A
1F5F,P04278,A
6BJ2,Q6IRV4,D
6L7X,Q4E2I1,A
6U87,O69756,A
3AI9,Q59034,X
3JD5,Q3SZ86,d
6TD5,A0A3S7X127,J
5WTR,Q981D4,H
4O29,Q8ZYN0,A
1CFB,P20241,A
4DOK,Q8VZW3,B
2V82,Q6BF16,A
3UNB,Q60692,p
8XMD,O81098,E
1ZLZ,P00448,B
2XTS,O07819,D
6TLJ,Q13257,Z
7C23,A0A1Z1F9L9,B
3VZI,A0A0J9X178,B
5FR2,P19803,B
1BLB,P02522,D
2C08,O35179,A
2ZOV,P55892,A
1JM1,Q53766,A
3JRS,Q8VZS8,C
8A0Z,A0A0L0P1H8,B
3HBH,Q6WSR8,A
1DIX,P80022,A
1COL,Q47108,B
8J7B,Q9SA56,D
6AR7,Q2T081,D
7UEG,A3MUL8,F
1HH4,P52565,E
3V56,Q9Y275,A
1S9U,Q8ZPK0,A
4AVT,P02743,C
7N9Z,P0ABJ3,H
3NV0,Q9XVS8,A
3MW3,Q63376,A
3ELV,Q07930,B
1IRE,Q7SID2,A
1EU4,P0C0I6,A
2BC4,P28067,A
2QEC,Q8NQB1,A
3MK7,D9IA44,B
1DTH,P15167,A
4INK,Q2FXC5,A
1KUF,O57413,A
8DLA,O84712,A
6QAM,Q00595,A
6LY5,B8C0K4,H
8C18,S6BQ14,A
4QQ7,B4E6Q3,A
6RAZ,Q9VQY9,L
4Y66,E2RTU1,A
2IMD,Q51948,A
1NM5,Q2RSB4,C
7KSQ,A0A2K1IW94,2
3P94,A6LAN0,A
6SF7,Q2FFT4,D
3G6I,Q8A8Z5,A
2NP5,Q0S914,C
4CMY,Q8KBP5,E
3UAR,Q60CN1,A
6SY4,P04483,A
1CUK,P0A809,A
2MKJ,Q17RY0,A
3U10,Q9UL51,A
3SZQ,O74859,A
1V1O,Q9ZFS5,B
4YIP,P09738,A
7EEY,O94642,A
4OZ6,P72065,A
2ZCW,Q5SIL0,A
3PSQ,Q9A1S1,A
2RCV,P54375,F
1D02,P43642,B
1GSQ,P46088,A
1XB4,P47142,A
2R0Q,P20384,E
4BFI,O54901,B
7OZS,G0SCH6,D
4IC1,Q97TX9,J
1YUX,P30820,B
7D3Y,A2X254,A
1ZBO,Q7WAM7,A
4XAJ,Q9Y466,B
4RFB,Q2G1S5,A
6FTB,Q7A0I6,A
1F2E,O33705,D
8GPM,A0A6F8THQ5,A
1FI2,P45850,A
4WVZ,A0A140UH61,D
6YMU,Q9X0C8,F
1BS3,P80293,B
1A0F,P0A9D2,B
6RYK,Q1D3H3,B
5MSZ,A0A2R2JFH0,A
4XAI,Q9NCL0,A
3UNB,Q9R1P3,J
2B67,A0A0H2UP38,D
2PVQ,P81065,A
2PLW,Q8IEL9,A
1D3U,P61999,B
8YI7,P29459,A
7MZP,Q8GA71,B
5C2J,Q9H0H5,A
8Z11,A0A7S3HZY8,J
6BYD,P38800,A
2FRE,A9CKT4,B
8VLB,Q16878,D
4A63,O15350,C
6YSI,D0CCZ8,C
1C41,Q9UVT8,C
1V7P,P17301,C
3FZG,Q6F5A0,A
2P8T,O58461,A
3PL6,A0A0A8WFP6,B
2QN4,P29421,B
2BC4,P28068,D
6QUP,D3KU53,A
4BSZ,P46683,B
6O80,A0A2V2VRR6,A
6X5X,P0DQT6,A
4K1F,Q4QF76,C
2Z9S,Q63716,G
3E2I,Q0H0G9,A
3E57,Q9X1A2,B
2C2Q,Q9RWF4,A
1F6F,P16038,A
1BC9,Q15438,A
6W8H,O60760,C
1IAK,P01910,A
3CQV,Q14995,A
1F5J,P77853,A
3BU2,Q49YH3,B
5AJ3,A0A0M3KL57,n
8VHI,P05221,B
4V7F,Q07915,p
3T5X,Q5JVF3,A
3M3M,Q4K8I0,A
3KEV,D1MPT4,A
6XKW,Q05389,Y
3D7L,Q92AH8,C
3NCV,Q5F8M6,A
3NZJ,P22141,J
6L4P,Q9XHH2,A
7LPR,P00778,A
6JHO,O25261,B
3BY0,P80188,C
4ALZ,Q01245,A
2R2I,P79880,A
7V0F,A0A081GYS3,B
8Z11,A0A7S3MPR6,G
1F6B,Q9QVY3,B
5MP4,Q12335,B
4D7R,Q9ZDF5,A
5UQ3,P46527,C
7CC4,S6BC01,B
2IN5,P75884,A
2GWO,Q9UII6,C
4LVM,P13925,A
7Z0Q,D7RIG5,D
5C8J,Q57904,L
7YXB,A0A1V1IGJ9,B
7BPR,Q9BY14,A
8JNG,A0A5J4YIW4,A
8G94,Q07108,F
1EE6,Q9RHW0,A
4L6A,Q9NPB1,A
2XVM,P25397,A
5VYO,Q63Y08,A
1BUD,Q9PW35,A
3PXH,A2A8L5,A
7EWK,Q9LKC7,4
8JT0,A0AA40WBR8,H
1DKG,P09372,A
3ESF,Q2KN30,C
9HAE,Q26456,A
3EOZ,Q8I1V2,B
8Q6O,Q7ZT47,G
4OY7,Q9RJY2,E
9G6Z,Q09293,A
8AN4,L7N686,A
3ZC0,O28024,E
1IOO,Q7SID5,A
1DT0,P09223,A
2DRV,O58796,A
6KHI,Q8DL31,I
6FOF,P17931,C
2ZTC,P9WGW3,A
1IEA,Q31163,B
2AH6,Q9KCH6,C
7SJ2,Q54MP1,A
2ZL4,P56156,D
4M8B,P38867,R
1XNK,Q8J1V6,B
1AIP,P43895,D
6AMG,F9ZFJ0,A
1G64,P31570,A
3CD6,P60618,M
8V29,P13725,A
4FMW,Q8TBZ6,A
6CLZ,P50281,A
4WXY,Q5L3Y1,B
4PU6,V7CU13,C
1YRE,Q9HYX1,C
2E30,Q99653,A
1YQF,Q4Q7K6,F
2JA1,Q0H0H6,A
2YY8,O58214,B
8EYR,P05019,C
1FJR,O97148,A
3COU,Q96DE0,A
1FIO,P32867,A
3U5R,Q92MN6,E
1DI6,P0AF03,A
7XKY,Q58034,B
4MRX,Q27709,A
1EBB,Q9ALU0,A
7QHP,P04228,A
5F3O,C4LU64,A
2OYO,Q1IYE3,A
3GW4,Q9RRX4,A
1DDB,P70444,A
6CRL,Q7MSY3,A
6EU8,A0A0A8R8E6,A
9MRC,E7FAN2,A
8QRL,P82912,I
1EG9,P0A112,B
1UKE,P20425,A
5XZ2,Q68EH2,A
2CAR,Q9BY32,A
6HWM,Q5SKM8,B
3B5M,Q7UTD8,A
6MRO,Q8TNZ0,A
8SSG,D3DIV8,G
2QMM,O29206,B
2N47,P74712,A
3RPE,A0A0H2W7Q5,A
4ILW,P16035,A
1FRW,P32173,A
3PAS,A1U0I5,A
7C90,F5SWR8,B
5U8T,Q12146,C
1DUS,Q58292,A
3E6J,Q2VGE8,A
2FBE,A6NLU0,A
3CGG,Q8NQI0,B
2BMR,Q8RTL3,B
4HT4,Q53632,A
7FJD,P0DSE2,n
8WQ6,A0A6P5Y0V4,B
3IH6,Q7VVY4,A
6R2H,A0A1P8JNE7,A
3CEB,Q0I0Z6,A
1BJF,P61602,B
1H6F,O15119,A
4FGP,Q5ZXA4,A
4QMD,Q92817,A
5IJP,G0SCH1,A
5ZHX,P61586,e
2I3Y,O75715,A
3HE0,Q87TM9,A
3GGZ,P53843,A
7CAY,Q8P5P7,A
2RE3,Q5LWU5,A
7FTA,O00560,B
4S0O,Q07812,B
5T7C,P37235,A
1CA9,Q12933,B
8WEJ,P63000,E
5XXU,B9PPE8,F
2EBJ,Q5SJW4,B
7KYJ,Q9HX72,B
1AOE,P22906,B
1I3R,P04224,E
7XQP,A0A2K1KU97,1
2FTK,P06535,A
6MFG,O19712,E
1W8A,P24014,A
2RAA,O05650,A
1B8T,P67966,A
6PSP,P43408,C
4GHU,Q60803,A
2GEZ,Q9ZSD6,G
6FX7,O28751,A
1ZGL,Q30154,K
5JSR,D0CY60,B
4ESQ,P9WI71,A
1KXZ,O26249,H
2NR9,P44783,A
2NX4,Q0SCU8,D
8IWH,B8BX92,5
8CQS,Q8AB93,A
1DS6,P15153,A
1SGM,P42105,A
7VS2,A0A4P7N8F7,A
2JCB,A0A6L8PZ12,B
3O6Z,P37128,A
4P5K,P04440,E
6XKT,D5ANZ2,E
1X94,Q9KPY2,A
3TCK,P9WHN7,A
2ZF3,Q7NSZ5,A
5BXV,P63073,A
1DG6,P50591,A
8CT0,S4S3E3,B
2LM5,Q99828,A
2AN6,P61092,C
1PCZ,P62001,B
5HMA,Q2W8Q2,A
6SIU,P60953,D
5V89,Q92564,A
1LKM,P24931,A
1HQV,P12815,A
3DPJ,Q5LS67,G
8OIX,A2F8W4,K
1KF9,P01241,A
7C2A,A0A4P1LYH5,A
7WFG,Q9CAC5,L
2CVE,Q5SJF5,A
1EJ3,P02592,A
3AGZ,P25685,A
6QI4,P62166,C
8XCK,P0AFL3,f
1M6Z,Q52369,B
4F02,P11940,D
2JU0,Q06389,A
3O65,Q9H3M9,A
1HIX,Q59962,B
6SFX,A0A3T2ER33,A
6K40,Q9RTJ7,E
1FBT,P07953,A
9CU8,P20333,B
3FIW,Q9S1N8,A
7MGU,P36217,A
1TUA,Q9YE16,A
3NJ0,O80992,B
5XLN,O60573,A
1BK7,P23540,A
8FZZ,R9H4Y9,A
1DR5,P00378,A
6DXN,A0A169B8J1,B
3JSJ,Q82RK0,A
1EXC,Q02169,B
2L2E,Q09711,A
1CR5,P18759,B
2VS7,P21505,D
7VVB,P01116,A
2QTR,C3L5T6,A
6Y09,Q9H082,A
2EJB,O66811,A
5W63,E3TFZ1,A
2OU6,Q9RVG4,A
1EQ6,P47123,A
2MX1,P45748,A
8FKM,Q9NT62,A
8QXP,A0A378H1N5,A
6MDW,Q9H040,A
4H6C,Q8GS38,C
4QT4,B5XIP6,A
5IP5,Q99497,A
4Q21,P01112,A
6X8Z,Q9H3L0,A
4YTN,P92506,C
1D9K,P06343,H
2ESB,Q8NEJ0,A
1DY1,P39061,A
3PM1,P0A0N3,A
4G8S,Q74GM9,B
7ZMG,G0SEF0,Z
5CJJ,Q0PBV2,B
1K4N,P52007,A
3LYQ,Q9AJW7,A
1DK0,Q54450,B
7QRZ,Q9UJV3,A
5Y08,Q5W264,A
8ZT3,A0A3T0ZHG5,B
4BXP,E7FCY1,A
7YCA,A0A096PB86,D
4S1P,C7N6X3,A
4L0W,Q7RSE5,A
7Y01,B6TE84,A
1E2Y,Q9TZX2,J
3FPW,Q9RIM2,A
1GO3,Q57840,M
3NFW,E5Q9D7,D
3H0N,Q28PN4,A
1CNT,P26441,3
7NY6,A0A0D2UG83,A
4F4J,P15454,A
3IJ5,Q8ZB47,A
1HPG,Q07006,A
3GXR,B9TU22,B
6VCJ,P00374,D
1G2Q,P49435,A
2DHS,Q92879,A
8H1A,Q2FXG9,A
5FZZ,M1AKE5,A
2H1T,Q9I2B5,A
3CD6,P14123,N
2O08,Q9KD90,A
1P7M,P05100,A
5FYX,Q9VWX8,A
8C5N,Q02I11,A
8XOQ,O75838,A
1BEH,P30086,A
8ROZ,P30304,C
6CY6,P0A951,A
7EBK,Q924W6,A
1B7A,P13696,A
1TJF,P54654,A
2OPL,Q749F5,A
1WQL,Q51744,B
6IHJ,Q9U1H9,C
7Z27,Q96T37,B
8XOO,A0A5B9BIX9,I
6MUT,B6YWB9,B
1EJE,O26255,A
6XQN,D6WIX5,A
6A8D,A8ILA3,A
7XLD,Q931P4,A
4S37,Q9S581,O
154L,P00718,A
2RDO,P0A805,8
2QA9,P00777,E
5JRE,Q74ML9,A
4CHH,P38768,B
3X29,Q9ET38,A
4JRR,Q5ZZ88,C
7XFF,P0A930,H
2BVV,P09850,A
2AGA,P54252,A
4XMH,Q6PQK2,A
8EFN,A0A2B4SES9,D
6ZRN,P11234,B
1N47,P56625,C
3JAB,P14099,N
1YU6,P68390,D
1EPZ,O27818,A
1R8N,P83667,A
1T1M,P84154,C
2DG8,Q93J02,B
2B46,P18429,X
1DD5,Q9X1B9,A
3O60,Q92DF2,B
2L3Y,P08505,A
2B0A,Q58193,A
2F4W,Q8N2K1,A
1LSP,P00717,A
8HPW,Q9JIA1,B
1IO0,Q9DEA6,A
1B78,Q57679,B
1GWN,P61588,C
6JX6,Q9NR28,C
1BK1,P33557,A
4UER,A0A0J9X232,3
3FVW,Q8DWD8,B
1ERX,Q94734,A
6AO9,A0A060H1D7,A
6U04,P55201,A
2ZA0,Q9CPU0,A
7WT0,Q04760,A
1UEB,Q76G20,B
1XBR,P24781,A
1D4O,P11024,A
1WDU,Q93139,A
1GE9,O66928,A
1BQQ,P16368,T
4NP1,Q26239,A
6THL,P38772,B
2BME,P20338,D
1UEA,P01033,B
2QQ0,Q9WYN2,B
1UUN,A0QR29,B
3WEX,I2FL84,H
1VGJ,O57823,A
7NSF,Q4JAT2,A
1WKC,Q5SHW9,A
7PKA,Q55139,A
1H1O,P74917,A
6QBA,P02753,A
4PFQ,C7MC15,C
2IWT,P07596,B
1HGX,P51900,B
1ERB,P18902,A
1QXP,Q64537,B
1XQI,Q8ZWY4,A
1AQB,P27485,A
3U7K,Q5HGZ3,A
6U3O,O19705,C
2K5G,Q7WAN9,A
3LWA,Q8NT71,A
1DZR,P26394,A
3BM1,P0ACY1,A
9H3R,P0A8X0,C
1U3B,Q02410,A
3QKG,P02760,A
1ZK8,Q815X4,B
7KV0,A0A0M9BNX9,A
1NSL,P96579,D
1GDT,P03012,A
4PL9,P49333,A
8PXD,Q7VGB0,A
1XNA,P18887,A
3T8K,C7NDE2,A
1KN3,Q8VIN1,A
2GI7,Q9HCN6,B
4H9W,P10822,A
6ZLQ,P29391,Q
5JKM,P02794,I
3LVY,Q8DUG8,D
2PC1,Q8DYC0,A
8JR4,A0AAT8XUA5,A
7V4O,C4NCJ7,B
4LES,A0A6L8PRR7,A
1U8U,P0ADA1,A
4DVC,P32557,A
3EEF,Q9HKY9,A
7CBV,P94443,A
5HJF,B2J981,C
6CMY,Q6NVG5,A
3SXL,P19339,A
1X3S,Q9NP72,A
8CX2,Q13951,C
7PF8,Q0I9X8,A
2LUZ,Q8KNE9,A
5GOX,Q92878,B
1HNF,P06729,A
3BDR,Q8DI91,A
2A4N,Q47764,A
3P01,Q8YLP5,B
5H7F,O32509,A
4ZI2,Q9WUL7,A
3B3Q,P58400,E
9CQ4,P09693,G
7P3Q,O69980,A
5O6U,A4Y6G3,B
1H0P,P52013,A
7R25,W8FKE7,A
2LAL,P02870,C
1A3C,P39765,A
7XL9,Q9RV71,A
1G5Q,P30197,L
1FSI,O04147,A
9FSF,P95987,D
2QH9,O28839,A
5UF8,Q5AND9,C
7E3T,A0A0C2ZKK6,A
2KMX,Q04656,A
9BIP,A0A804HIH4,A
6DHX,T1ZH71,A
8DCO,F2X7E5,B
6A4F,Q47VZ4,B
8QLX,Q9UW16,A
8K4S,A0A590UJY2,A
7M15,Q0P8I4,B
2LOY,Q93573,A
3U9P,P11672,D
1EJ0,P0C0R7,A
8JP3,B8BS67,C
4HGP,P45314,A
2CXH,Q9YC08,A
5K9B,P00324,A
1F5M,P36088,B
2HIY,A0A0H2UPL4,D
1WC8,O55013,A
1CBU,Q05599,C
1X77,Q9I4D4,B
1SFE,P06134,A
3C85,Q87RG9,A
2ATZ,O24984,A
1LKI,P09056,A
1L1R,Q967M2,A
7CSZ,Q8IUH3,A
1J84,P94622,A
6V92,P38210,D
2Q7N,P15018,D
7XH4,Q5JCL3,A
3G5K,Q9HBH1,A
7CD1,O35253,D
1GKA,P58989,A
4NQJ,Q86WT6,B
2JYZ,Q9VD02,A
5XBX,A7KMF0,A
1F3V,Q15628,A
1DS6,P52566,B
6JYI,Q81F45,B
3GE5,Q7MX99,B
4Z1O,D0KMY9,B
6Q6P,A0A192X9K5,B
2Z5B,Q07951,B
8ODO,A8K0B5,H
7JXG,Q9BV57,A
4Z40,Q39TV9,H
1LS4,P10762,A
7QSO,Q02369,n
5N2N,O22267,A
2NX2,P50838,A
6XP5,G0S292,I
1EUO,Q26241,A
6HTU,O95793,C
1XZN,P41007,B
1U8S,Q9KQ45,B
7AQK,Q9JM76,e
1GRQ,Q56148,A
6NKQ,P02754,A
3IWT,Q96Y52,A
2QYB,Q74D90,A
6FD8,P22914,A
8CVM,Q6A6R2,m
7QS0,Q9UDY6,A
1A66,O95644,A
2G6B,Q9ULW5,A
5VH1,D0UYB8,A
6KAC,A8I5A0,U
4MZ9,P0AGE0,D
3CC7,P14135,E
3MCJ,O66472,A
8CQU,Q8A745,A
1EJ2,O26253,A
8HYJ,A6QRA1,G
1USC,P83818,A
4HJ6,M1E1G1,A
1KCG,Q9BZM4,C
1G9T,P0A9M2,B
3KM5,P59915,A
7PUD,Q5UCA8,A
1BNL,P39060,A
6I52,P22336,C
1EB6,P46076,A
5T4P,P0ABA4,L
5T8Z,A0A0H3KPJ9,A
1J4J,P16966,A
3ASF,Q93DY9,B
1CID,P05540,A
1Z9N,Q59452,A
8JVG,Q5JIY7,B
5IV8,A0A0J4W1Y0,B
4EUN,A3TPB6,A
2CQZ,O58085,D
1EYX,Q7SIF9,B
5NB4,A0A0E4G455,W
5HGW,B1YSH1,A
3E39,Q314Q8,A
5GY2,E0U497,C
6BVC,Q53396,A
1B8D,O36004,B
1A33,Q27450,A
4KT3,Q4KC90,A
1PW9,P35247,C
1WKO,P93003,B
2IDV,P29557,A
4M0K,D0MGF4,A
1GNC,P09919,A
3H05,Q87J40,A
5ZGN,A0A0H3GMP0,F
2OTL,P14124,D
1BG7,P07229,A
3SW5,A0A0H3M4F9,C
5JI3,P0A7B8,A
1DY2,O35206,A
5BUX,Q1CAM3,B
3CWY,P94837,A
7B2S,Q9C026,A
1OH4,Q9RIK9,A
8TFI,O57899,A
1T89,O75015,C
5TV7,Q181X4,A
4HJ3,M1E1F9,B
5OCC,P31994,A
2MOK,P61949,A
4E4D,O08712,R
3BT5,Q9RVD0,A
6F4J,Q9V4Q8,B
7NEN,H6VGK2,A
8AEJ,H2B3G5,A
4LZP,C0RGW8,D
8X6G,Q2FWD0,E
1HNG,P08921,A
4UM4,P0A7A9,B
1FJE,P08199,B
1BVO,Q17034,A
5WSK,W5F0E6,H
6TZ8,J9VL81,E
2F1L,Q9HXQ0,A
2ZA6,P02791,A
5OEN,Q3UDU1,B
4Y0B,Q93WL3,B
3D63,Q3JUV5,B
6SPD,A0A072ZMU2,F
1Z3G,O96555,B
7ZDM,A0A6P3EI17,Z
1BGE,P35834,B
4W9B,P02526,A
6ZKF,A0A7M4DUF5,Z
1GM6,P81608,A
4C0N,Q67XG0,A
7RLL,A0A1D8PJ64,A
4QLP,O05443,A
4AAY,Q6VAL9,H
2A5G,P62330,A
5C3I,Q9Y294,U
3QTH,Q47ZP9,B
3DWV,Q869A5,B
1AOC,P02681,A
1O71,P07845,B
7CHD,Q8XED1,H
7OHF,I6V0I9,A
4HCJ,D5U596,A
6S91,F0NDX7,W
3MW4,Q6P9K9,A
1FCD,Q06529,D
1YFY,Q1LCS4,A
2ATV,Q96A58,A
3NRH,Q64XJ4,A
3KKC,Q9F8C4,A
1CV8,P81297,A
6ETC,P07320,X
4JG9,A0A6L7HR41,B
1KXO,P09464,A
8AHX,C1DMA7,B
8JBI,D0ZIB5,D
2ANN,P51513,A
5W59,P31371,A
2X34,Q21LI5,B
1BGC,P35833,A
1GGQ,Q07337,B
2LKD,P04766,A
9JYW,A0A223E5F5,D
1MGT,O74023,A
1Q80,P04571,A
1GKA,P80007,B
6PFV,F2RFR7,B
1KYI,P43772,Q
8T5J,B0TX44,A
9D8A,A0A367K070,A
6RFR,Q6C2Q1,K
2NZJ,O75628,D
7P3I,P25942,C
7AOD,O43036,S
5BUV,A1JNA0,C
1NX0,P04574,A
2N1I,Q9HAZ2,A
1M8U,P23005,A
1A5D,P02528,B
4IRA,Q8YHT7,A
1IIU,P41263,A
6I3V,Q9Y255,F
2FZF,Q8U1L6,B
2SHK,P10880,B
3BNW,Q38DG4,B
2EW7,Q672W7,A
1DYW,P52011,A
2QHK,Q87T87,A
1Y43,P24665,B
1FNX,Q60900,H
1EGV,Q59472,M
6ZH1,W5SB08,A
2RB4,Q9UHL0,B
1QEZ,P50308,B
1ELP,P08209,A
2V2U,Q61597,B
4KYN,Q8MMI9,B
1F99,P59859,B
1GML,P80318,A
3N1J,D9J034,A
2CK1,Q26548,A
1B5L,P56828,A
1O91,Q00780,B
1CPC,P07119,B
7MEY,P06104,B
4NRH,Q9Z6N8,B
3PGZ,A0A0H3LX24,A
1HA7,P72508,N
6YYL,P08965,A
2B26,P25294,B
9BBC,P01850,B
3W6J,A0A0E0TD69,A
3HE1,Q9HI36,C
6Z47,G3URE9,E
8GY7,Q8TCY5,P
1WY1,O58404,C
8UP6,Q2RMX1,D
2P22,P25604,A
6TWE,Q62YN7,A
7WFG,P56755,I
5IIP,A0A160MQL0,B
1R4V,O66665,A
3PM2,Q7PF80,A
2JEV,P21673,B
9C89,Q2GFE5,A
3DMN,F9UMB1,A
7DLB,Q70MM3,B
2NCJ,A7MJV9,A
1A79,Q58819,B
6LKG,Q2G1E0,B
2IMS,Q16611,A
1WS6,Q5SJT0,A
1Y7U,Q81EE4,C
1FPO,P0A6L9,B
2EC4,Q9UNN5,A
1RCU,Q9X0E5,A
2WGC,P02876,B
4GLK,Q9ZJ19,A
6U83,Q5NH85,A
5COM,Q187F5,B
5COF,Q1R1X2,A
2NX8,Q5XE14,A
2O5F,Q9RY71,B
8BBM,Q9U6M1,A
8SMQ,Q182N1,D
6F5D,Q57ZP0,L
6HXY,Q08CF3,A
2DUM,O58553,D
1YJ7,Q8VQD3,D
3G39,D0VX17,A
1G5C,Q50565,F
8TFS,A0A8J4BWA0,A
2WSC,Q84U30,N
3KTY,Q7VXA3,A
4F0Z,P63098,B
1J4W,Q96AE4,A
1WPB,Q1R9C1,B
2D0W,Q4AE24,A
2VZB,Q5LAA6,C
3FHZ,P9WPY9,A
5V3G,D9IWL3,D
2JZH,P69797,A
7TC8,P11987,H
1EK0,P36017,A
3NL9,B1YMF4,A
4QGM,Q81MI9,A
1QNH,Q25756,B
2QQ2,O00154,A
8CSH,Q9L8I7,D
5MQ9,P37574,A
8PNV,O50216,G
4JBW,P69783,M
2M9V,Q03096,A
5XUM,Q9WZF6,A
3E54,Q6L703,A
5GTG,P59082,H
1OZB,P44853,B
5DIR,Q9HVM5,D
2V5U,P0A3E0,B
